Sentence,Emotion,Emotion_ID
He can build and draw. He made the model.,happiness,4
"Then I think, leave him and tell us what we need to do.",anger,1
***,neutral,0
We probably have a roof over our heads and that's thanks to Jan.,happiness,4
The expedition members had to survive the first 24 hours...,fear,3
with only one axe and two kerosene lamps.,neutral,0
But the need for more tools is great.,neutral,0
When a helicopter appears on the horizon...,surprise,6
the islanders hope for help.,happiness,4
The islanders can get more tools...,neutral,0
if they are able to get this bag out of the water...,happiness,4
before he disappears with the current or sinks to the seabed.,fear,3
"Also off the coast of Lima, a bag is dropped into the water for Camp South.",neutral,0
Camp South manages to get the bag out of the water...,happiness,4
before it sinks to the bottom.,neutral,0
"Off the coast of Simbang, the camp members of North have not succeeded yet.",sadness,5
To find the dropped bag.,neutral,0
"North must, unlike Camp South, continue without emergency rations.",sadness,5
What is this?,surprise,6
There is mainly hope for one thing.,happiness,4
Tools to make fire.,neutral,0
"But yes, I am still very happy with all those other things.",happiness,4
"Really very happy. I mean, of course.",happiness,4
But without fire we still can't start.,sadness,5
Test to make sure it's not raw.,fear,3
It's a kind of shrimp or something.,surprise,6
That is my problem then.,sadness,5
Many ideas to go eat. There are things that need to be cooked.,neutral,0
"We have that rice, we have that flour, oil.",happiness,4
"I mean, those are things you don't just take into your body in raw form.",fear,3
A can never even ended up in...,sadness,5
Yummy.,happiness,4
"Blubber, but maybe it's underneath.",neutral,0
"That's blubber, that's fat.",disgust,2
"Wait, wait, wait.",surprise,6
"Oh, mushrooms.",surprise,6
"If you want, that's a kind of caterpillar.",surprise,6
"No, that's not mushrooms.",neutral,0
"That's a caterpillar, you know.",neutral,0
Can that really be eaten raw?,surprise,6
Just look normal.,anger,1
"Just look normal, okay.",anger,1
Ok̩.,neutral,0
"No, look.",neutral,0
That is weird.,surprise,6
Why are you giving such a wink?,neutral,0
"Yes, but yes.",neutral,0
At the checkout.,neutral,0
A lady makes a joke.,happiness,4
"That's not bad, is it?",neutral,0
"No, actually yes.",surprise,6
Why?,surprise,6
"No, yes.",surprise,6
Don't flirt.,anger,1
"Yes, but what?",surprise,6
"Look, if she makes a joke and she laughs, then it's okay.",neutral,0
But you don't have to laugh so exaggeratedly that all your teeth are showing and so on.,disgust,2
That is not necessary.,neutral,0
No.,anger,1
How?,surprise,6
That your teeth are outside.,surprise,6
"Yes, like this.",neutral,0
"Yes, like that.",neutral,0
"Hey, stop it, okay.",anger,1
I think that...,neutral,0
"No, I think...",neutral,0
That is exaggerated.,disgust,2
Yes.,neutral,0
Yes?,neutral,0
My smile is yours.,happiness,4
"Yes, go ahead.",neutral,0
I know it.,neutral,0
Unless it's really funny.,neutral,0
Do you understand?,neutral,0
But otherwise I think you really do too much.,fear,3
"But it's over the line, though.",disgust,2
How so?,neutral,0
"You do entertain her, so to speak.",happiness,4
You give her a lot.,happiness,4
"Okay, then we're done talking, right?",sadness,5
Ok̩.,neutral,0
Ok̩.,neutral,0
"After 24 hours with two nice women, Rob has to decide what he is going to do.",neutral,0
Does he want to continue dating one of them or neither of them?,neutral,0
"A decision that puts you on paper for both Angela and Marina, who in any case a",fear,3
slept at his place at night.,happiness,4
But was that enough to continue?,fear,3
"Are you nervous, right, Rob?",fear,3
I'm going in a moment...,surprise,6
I'm going in a moment...,neutral,0
I'm going in a moment...,fear,3
I think I would stay here much longer.,neutral,0
That I am just going to earn myself to death.,sadness,5
Hilde's announcement from the previous evening has made the camp think.,neutral,0
"Normally those were our affairs, of course not.",anger,1
That should not come to us here either.,anger,1
"Normally those were our affairs, of course not.",anger,1
That should not be told to us here either.,anger,1
Because we have enough problems as it is.,sadness,5
That should be lightened up for days.,happiness,4
"And when you are in a certain situation,",neutral,0
So more time is spent talking and talking and talking.,anger,1
I am a very tough...,happiness,4
with a lot of perseverance.,neutral,0
A woman who knows what she can do.,happiness,4
Who has already achieved quite a lot.,happiness,4
But something breaks inside me here.,sadness,5
I think that morale is dropping.,sadness,5
"Yes, she brings the morale down a bit.",sadness,5
That costs us a lot of energy.,sadness,5
"To keep dragging people along all the time, to tip them off.",anger,1
"Yes, because the group is only as strong as its weakest link.",neutral,0
"Well, now we have the first weak link, idiots.",disgust,2
And then we drop him.,sadness,5
I'm really not going to give up my morals for this.,anger,1
In what kind of setup?,neutral,0
We all feel good now.,happiness,4
"And if that doesn't change with you,",fear,3
I will definitely not let that ruin the mood.,happiness,4
"No, no.",anger,1
Kampsuit continues to believe in the possibility of making fire with Gerrit Lens.,happiness,4
"Keep staying, guys.",happiness,4
Good.,happiness,4
Wow.,surprise,6
"It's good material, right?",happiness,4
Yes.,neutral,0
That seemed to be working.,happiness,4
"It was still very difficult,",sadness,5
because we couldn't really get the flame into the wood.,sadness,5
"And at a certain point, we really gave it our all,",happiness,4
Gerrit and I.,happiness,4
A bit of this. Some of this inside.,neutral,0
"Shit, I swear to you, man.",anger,1
"Yes, me too.",neutral,0
Yes.,neutral,0
That flame and that smell.,happiness,4
"That's a wonderful smell, man. Unbelievable.",happiness,4
Fantastic feeling.,happiness,4
You see that frustration with it. It's all gone.,happiness,4
"Certainly with the elimination in mind, it's still a bit of a pick-me-up.",sadness,5
We did it.,happiness,4
"Just grab the rice, I would say.",neutral,0
And how did that end?,neutral,0
"That ended during a broadcast of Master Riet, the traveling judge.",neutral,0
Okay. And there we won.,happiness,4
Have you already participated with Mr. Visser's colleague?,neutral,0
On the NPO? Yes. And did you win that case? We won that case.,happiness,4
And how has it been since then? Since then it's just been nothing but misery.,sadness,5
"They make our lives miserable. Very miserable, yes.",anger,1
"It's... Yeah, still being angry at us after four years or something. I don't know.",anger,1
"At that time, it was about the right of way.",neutral,0
"Now it's about those cameras, among other things.",neutral,0
It's about those cameras. It's also about the unobstructed view we used to have here.,sadness,5
In 2016 we could still see for kilometers. Here over the meadows? Here over the meadows.,sadness,5
And then he planted 42 conifers here. Right behind the fence here?,surprise,6
And do you know how tall they get?,neutral,0
"Look at that. They are already sticking out 30, 40 centimeters above.",surprise,6
"And if this gets higher, our beloved view, then we can't look any further.",fear,3
And then we'll be looking at conifers and hedges soon.,sadness,5
This is simply purely to take away our view and to bully us.,anger,1
"And have you already asked the neighbor? From Goorbuurman, the conifers?",neutral,0
"I don't know how to ask the neighbor, because we don't exist for the neighbor.",sadness,5
"I can't message them anymore, I can't email them anymore.",sadness,5
"You can do ding-dong. Yes, but I don't do that.",neutral,0
Why not? So much has happened that he insulted my wife...,anger,1
as Nazi and Hitler salutes.,disgust,2
Wait a moment. Let's start with the insulting of Ingrid.,anger,1
What did he say?,neutral,0
The very first was the Hitler salute towards my wife.,anger,1
Not true.,anger,1
You can't be serious.,surprise,6
"And how did you feel about that, Ingrid?",neutral,0
He is really sick. Really sick.,sadness,5
What does the whole situation do to you all?,fear,3
"Because I can especially see in you, Ingrid, that it is eating away at you.",sadness,5
"Oh yes, very much. And I don't know how far he will go.",fear,3
"In 2016, Ingrid was about 59 kilos and now she is 42.",sadness,5
Have you lost so much weight? Yes.,surprise,6
"Because of the stress? Yes, with the neighbors.",fear,3
The doctor has also confirmed that it is only stiff.,neutral,0
How sad. I find that very sad.,sadness,5
"Yes, but then you still remain calm. Yes.",neutral,0
The neighbor has developed an obsession...,fear,3
since he lost another case for us.,sadness,5
That's in his head.,neutral,0
And he can't let go of everything that happened back then.,sadness,5
And I am afraid that he will never let it go.,fear,3
"This has taken long enough, guys. It's time for a solution.",anger,1
Meester Visser is coming here soon.,neutral,0
He is going to thoroughly investigate the matter. What is your demand for him?,neutral,0
"Our demand is that he stops filming, in any way possible.",anger,1
We would like everything gone.,neutral,0
The conifers gone? Conifers gone.,surprise,6
Me too.,happiness,4
This is called piekok.,neutral,0
"We call it piekok, because it's powerful.",happiness,4
"Look, I made it myself.",happiness,4
Really?,surprise,6
Yes.,neutral,0
I like it with this.,happiness,4
"But you're happy that I'm on your own bed today, right?",happiness,4
"Yes, you are happy that I am on your own bed today, right?",happiness,4
"Yes, I am still happy that I am on your own bed today?",happiness,4
LAUGHTER,happiness,4
You should actually take a look at all the rooms.,neutral,0
Whoever wants to.,neutral,0
"No, we are going to make lots, Sjot.",neutral,0
MURMURING,neutral,0
We were here first.,anger,1
Then you may draw a lot first.,surprise,6
LAUGHTER,happiness,4
Everyone is enthusiastic.,happiness,4
"Well, Thea.",neutral,0
"We sit here working every day, so at some point you just don't see it anymore.",sadness,5
You see dust everywhere.,disgust,2
I think I've been sucking for two days.,sadness,5
"And you kept going, because everywhere those construction workers were still walking around with those loads.",sadness,5
It's also in the air.,surprise,6
It's also in the air.,fear,3
"But I think everyone should just take a look for themselves,",neutral,0
because I have seen those rooms among other things.,neutral,0
Are you all going to make it yourselves?,neutral,0
"Yes, and then we'll go prepare a little wine downstairs, okay?",happiness,4
Let's do it then.,neutral,0
Shall we have the ros̩?,neutral,0
"Yes, that is of course tradition.",neutral,0
With the new logo.,happiness,4
"A little apple with it, cozy.",happiness,4
"I like it, pommeltje with it.",happiness,4
I also really enjoy standing on that table.,happiness,4
Oh.,sadness,5
Are you all coming?,neutral,0
"Then we'll have a drink there for a moment, because I have it at home.",happiness,4
"Nice, thank you.",happiness,4
And then they have already received everything.,anger,1
We all have that.,neutral,0
I really feel like having a glass of wine.,happiness,4
